subject,condition,correct,rt,odd_x,odd_y,sacc_x,sacc_y,odd_m,odd_v,odd_s,odd_k
S1,N,False,2.604604977008421,0.974331546618412,3.3616481132421003,2.308842595182756,2.4221156661363983,0.5622358490260908,21.818184018780798,0.03461171002842725,0.0045064957830615905
S1,KV,False,1.3771897510159758,1.4727289465009459,3.1750699913762874,-0.3484950950459937,3.685953988977802,-0.22240483303579595,35.36311236591896,-0.1016111519331992,2.042822269582745
S1,K,False,2.8288764609606005,-2.098301385408034,2.8012731562621163,2.2553392623261765,2.9981212822623675,-0.2328867151654208,22.090394109765395,0.028219455429575283,4.3525751733370335
S1,SR8,False,1.2845844329567626,-0.8255152958413752,3.4012533713811917,2.780733506323924,0.4805670875236627,0.4645273075342822,21.329953229938916,-1.310660744598826,-0.6924022765291845
S1,V,True,1.0044487200211734,-3.3915950614785757,0.8643395970069508,-4.135190227088755,1.238773290274321,0.3526288942160255,54.896917491862716,0.18372685001211853,-0.22357083601129846
S1,K,False,2.3615181370405485,-2.65148716840552,2.2846478494028086,2.3194472357132034,3.3225161652101134,0.403473506908496,20.596659070223225,-0.3048624102816501,2.7505236030970037
S1,KV,False,2.254837687010877,1.745809832861366,3.0335042487994914,2.4577847508390698,0.2077475145806876,0.03027047649076285,34.70356767367001,0.2527440770114383,1.858932345438552
S1,SL8,False,1.0712959800148385,2.114008050842617,2.789439004705534,-2.730604029584617,1.4759240727120533,0.9611881890133486,22.163083658387,1.4149068377937033,-0.6031675122311501
S1,M25,True,0.5244623569888063,-2.385237793951959,2.5613747610030035,-2.775913081447616,2.0263830550794526,26.140363231249882,23.13443130295314,-0.011514726191104429,0.2828876102551769
S1,K,False,1.6711711949901655,-2.499145293570317,2.4503617695404354,3.692220394218287,-0.09881297311443643,0.17312906912843312,21.499565199007787,-0.2051837721871279,6.543268931510742
S1,KV,False,0.6267942350241356,-0.4281321505150416,3.4737160018768614,2.573949782521068,1.5067724383409884,2.2700331953864223,31.654085329608137,0.02976416793889982,0.9297144634700256
S1,V,True,0.8044953479547985,3.1929504228641545,1.433550695696393,3.5003786636435543,0.5244304532199138,-0.7527150233128737,49.51906846397544,0.1048854730497508,-0.01868301110725754
S1,SL6,False,1.7289551950162276,-1.181436811038816,3.2945723639832885,3.8989070018485625,2.5342266099276327,0.031390943531186835,22.38603987435685,1.109997486492429,0.13542898189121516
S1,M15,True,1.3933932899525392,-0.13535130770646098,3.497381881279502,0.13340397157745487,3.859560343415607,14.666906520739484,21.231850504980464,-0.06761093802256493,-0.2420151677166088
S1,M5,False,0.9227025239532816,-1.0234041371068672,3.3470351017210067,-3.2813234924723433,0.9094529718390821,3.99074497056434,20.779806950069837,0.13996068428836494,0.82565120447729
S1,KV,True,2.2579305749968626,-2.888499801658892,1.9765042109281081,-4.0132409797526165,1.3785570799617948,2.0262960722419376,37.44820237809663,-0.04900757696937448,1.5725534477186958
S1,K,False,1.6373285120548682,-0.03520239975671463,3.4998229656728883,2.9393095517306285,2.4659868005935075,-1.1947140816544106,21.003698872284218,0.31027592774901364,3.1725721649064176
S1,V,True,0.6456630269866439,-3.3622671493990897,0.9721931989433568,-2.6250688179499093,1.9932225415104272,8.45924808161281,52.37824116424036,-0.3578041047460107,0.12598970744554094
S1,V,True,0.7960453069955111,1.1587223614021476,3.302629632457541,0.7418358760731489,2.93300711266792,-0.8660129678368662,53.5182351510633,0.1272580263298765,-0.13932642143314986
S1,V,True,0.6651509320512414,-3.1827022311094164,1.4561615666165424,-2.94889514880823,0.544781514784419,-1.365031525347888,50.74842397347311,0.10849369281738856,-0.06239471726253496
S1,K,False,0.8987989249834791,3.4183232625956808,0.7517087683386553,2.5031631632215494,2.2178496809051853,-0.8573579683810522,21.393002288109923,0.32178670472838644,4.061628124037865
S1,V,True,0.8574278359320016,-3.4868787529597287,0.3027813768348495,-2.8632969383434936,0.015031255679466853,2.346290071078889,52.97954406714959,0.0728304178434928,-0.22783129254771356
S1,K,True,3.169162916895933,2.500177086915916,2.449308991136204,2.6456229575499663,3.199905686002254,-0.97546533434371,20.960573093831808,0.410801378424091,3.2995453765726594
S1,KV,False,1.3822265719771387,0.10362907338247497,3.4984655229328596,1.9865423488818377,3.303962956851332,1.1672757415169541,34.78966609325311,0.06752145106708228,1.418875243051241
S1,V,True,1.5965880789905789,2.110817433686145,2.7918541798680385,2.849655626086781,2.629683632254638,-1.5009891329049196,51.12508205078064,0.00237868221324645,0.010816265381843694
S1,K,True,1.3159423399288208,2.879249249447988,1.9899557179880152,2.6197850299732948,1.6128684001109783,1.6802441561164356,21.26637438278361,-0.34501975151707365,3.6155644182696274
S1,M15,True,1.0481927128518005,-2.663373323848726,2.270780160608021,-2.865396470629121,0.857036816620663,14.113557764452965,21.421673095331933,0.2416119329953627,-0.08571113821836633
S1,K,False,2.017617751591839,3.485988804145636,0.3128610831843444,-2.331711770375993,1.6530964041450256,-0.0885381149360569,22.51922282712417,-0.29841041108666644,4.172067485866116
S1,V,False,0.9955853050816804,1.7879276852548205,3.0088726447457588,3.1610474878844763,2.0876159333861057,-2.35746250173014,49.70687341658513,0.13573340564156222,0.0343797225428941
